MoyenneMobile, Ordre : , 5, Lambda : 5.0
 X , Y 
3.0,2.5799999999999996
4.0,2.8600000000000003
5.0,3.1
6.0,2.96
7.0,3.16
8.0,3.62
9.0,4.0200000000000005
10.0,3.6800000000000006
